state_fips_code,state_name,forecast_date,prediction_date,new_confirmed,cumulative_confirmed,new_deaths,cumulative_deaths,hospitalized_patients,intensive_care_patients,ventilator_patients,recovered,new_confirmed_ground_truth,cumulative_confirmed_ground_truth,new_deaths_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,intensive_care_patients_ground_truth,ventilator_patients_ground_truth,recovered_documented_ground_truth
36,New York,2020-08-24,2020-07-04,,,,,,,,,726.0,396598.0,20.0,32157.0,844.0,190.0,119.0,70877.0
25,Massachusetts,2020-08-24,2020-07-04,,,,,,,,,210.0,109770.0,23.0,8171.0,640.0,107.0,51.0,93157.0
34,New Jersey,2020-08-24,2020-07-04,,,,,,,,,291.0,173033.0,25.0,15189.0,983.0,205.0,164.0,30565.0
48,Texas,2020-08-24,2020-07-04,,,,,,,,,7159.0,193958.0,44.0,2951.0,7890.0,,,97430.0
01,Alabama,2020-08-24,2020-07-04,,,,,,,,,997.0,42862.0,1.0,1007.0,818.0,,,22082.0
02,Alaska,2020-08-24,2020-07-04,,,,,,,,,47.0,1107.0,1.0,16.0,23.0,,3.0,544.0
54,West Virginia,2020-08-24,2020-07-04,,,,,,,,,79.0,3205.0,1.0,94.0,25.0,11.0,4.0,2402.0
20,Kansas,2020-08-24,2020-07-04,,,,,,,,,252.0,15911.0,1.0,283.0,,,,842.0
30,Montana,2020-08-24,2020-03-16,,,,,,,,,0.0,6.0,0.0,0.0,,,,
16,Idaho,2020-08-24,2020-03-16,,,,,,,,,0.0,4.0,0.0,0.0,,,,
02,Alaska,2020-08-24,2020-03-16,,,,,,,,,0.0,1.0,0.0,0.0,,,,
05,Arkansas,2020-08-24,2020-03-16,,,,,,,,,0.0,3.0,0.0,0.0,,,,
56,Wyoming,2020-08-24,2020-03-16,,,,,,,,,0.0,2.0,0.0,0.0,,,,
38,North Dakota,2020-08-24,2020-03-16,,,,,,,,,0.0,1.0,0.0,0.0,,,,
54,West Virginia,2020-08-24,2020-03-16,,,,,,,,,0.0,0.0,0.0,0.0,,,,
46,South Dakota,2020-08-24,2020-03-16,,,,,,,,,2.0,10.0,0.0,1.0,,,,
15,Hawaii,2020-08-24,2020-03-16,,,,,,,,,2.0,8.0,0.0,0.0,,,,
10,Delaware,2020-08-24,2020-03-16,,,,,,,,,2.0,8.0,0.0,0.0,,,,
29,Missouri,2020-08-24,2020-03-16,,,,,,,,,3.0,8.0,0.0,0.0,,,,
20,Kansas,2020-08-24,2020-03-16,,,,,,,,,3.0,11.0,0.0,1.0,,,,
41,Oregon,2020-08-24,2020-03-16,,,,,,,,,3.0,39.0,0.0,1.0,,,,
19,Iowa,2020-08-24,2020-03-16,,,,,,,,,5.0,23.0,0.0,0.0,,,,
04,Arizona,2020-08-24,2020-03-16,,,,,,,,,6.0,18.0,0.0,0.0,,,,
40,Oklahoma,2020-08-24,2020-03-16,,,,,,,,,6.0,10.0,0.0,0.0,,,,
28,Mississippi,2020-08-24,2020-03-16,,,,,,,,,6.0,12.0,0.0,0.0,,,,
50,Vermont,2020-08-24,2020-03-16,,,,,,,,,7.0,12.0,0.0,0.0,,,,
37,North Carolina,2020-08-24,2020-03-16,,,,,,,,,7.0,39.0,0.0,0.0,,,,
49,Utah,2020-08-24,2020-03-16,,,,,,,,,8.0,26.0,0.0,0.0,,,,
35,New Mexico,2020-08-24,2020-03-16,,,,,,,,,8.0,21.0,0.0,0.0,,,,
33,New Hampshire,2020-08-24,2020-03-16,,,,,,,,,10.0,17.0,0.0,0.0,,,,
23,Maine,2020-08-24,2020-03-16,,,,,,,,,15.0,17.0,0.0,0.0,,,,
09,Connecticut,2020-08-24,2020-03-16,,,,,,,,,17.0,41.0,0.0,0.0,,,,
17,Illinois,2020-08-24,2020-03-16,,,,,,,,,17.0,83.0,0.0,0.0,,,,
24,Maryland,2020-08-24,2020-03-16,,,,,,,,,18.0,42.0,0.0,0.0,,,,
01,Alabama,2020-08-24,2020-03-16,,,,,,,,,18.0,29.0,0.0,0.0,,,,
39,Ohio,2020-08-24,2020-03-16,,,,,,,,,20.0,50.0,0.0,0.0,,,,
55,Wisconsin,2020-08-24,2020-03-16,,,,,,,,,20.0,48.0,0.0,0.0,,,,
47,Tennessee,2020-08-24,2020-03-16,,,,,,,,,20.0,52.0,0.0,0.0,,,,
11,District of Columbia,2020-08-24,2020-03-16,,,,,,,,,22.0,22.0,0.0,0.0,,,,
48,Texas,2020-08-24,2020-03-16,,,,,,,,,22.0,85.0,0.0,0.0,,,,
13,Georgia,2020-08-24,2020-03-16,,,,,,,,,22.0,121.0,0.0,1.0,,,,
08,Colorado,2020-08-24,2020-03-16,,,,,,,,,25.0,161.0,0.0,2.0,,,,
26,Michigan,2020-08-24,2020-03-16,,,,,,,,,31.0,76.0,0.0,1.0,,,,
27,Minnesota,2020-08-24,2020-03-16,,,,,,,,,32.0,53.0,0.0,0.0,,,,
42,Pennsylvania,2020-08-24,2020-03-16,,,,,,,,,32.0,79.0,0.0,0.0,,,,
34,New Jersey,2020-08-24,2020-03-16,,,,,,,,,104.0,176.0,0.0,2.0,,,,
44,Rhode Island,2020-08-24,2020-03-16,,,,,,,,,1.0,21.0,0.0,0.0,,,,
31,Nebraska,2020-08-24,2020-03-16,,,,,,,,,1.0,18.0,0.0,0.0,,,,
12,Florida,2020-08-24,2020-03-16,,,,,,,,,1.0,101.0,0.0,3.0,,,,
25,Massachusetts,2020-08-24,2020-03-16,,,,,,,,,49.0,187.0,0.0,0.0,,,,
06,California,2020-08-24,2020-03-16,,,,,,,,,184.0,557.0,2.0,7.0,,,,
53,Washington,2020-08-24,2020-03-16,,,,,,,,,176.0,779.0,8.0,48.0,,,,
36,New York,2020-08-24,2020-03-16,,,,,,,,,352.0,967.0,11.0,21.0,,,,
21,Kentucky,2020-08-24,2020-03-16,,,,,,,,,3.0,21.0,1.0,1.0,,,,
18,Indiana,2020-08-24,2020-03-16,,,,,,,,,5.0,25.0,1.0,1.0,,,,
45,South Carolina,2020-08-24,2020-03-16,,,,,,,,,11.0,30.0,1.0,1.0,,,,
51,Virginia,2020-08-24,2020-03-16,,,,,,,,,12.0,49.0,1.0,2.0,,,,
32,Nevada,2020-08-24,2020-03-16,,,,,,,,,25.0,45.0,1.0,1.0,,,,
22,Louisiana,2020-08-24,2020-03-16,,,,,,,,,28.0,115.0,1.0,3.0,,,,
30,Montana,2020-08-24,2020-08-23,,,,,,,,,53.0,6429.0,0.0,90.0,111.0,,,4816.0
50,Vermont,2020-08-24,2020-08-23,,,,,,,,,4.0,1557.0,0.0,58.0,13.0,,,1371.0
15,Hawaii,2020-08-24,2020-08-23,,,,,,,,,244.0,6577.0,0.0,46.0,192.0,35.0,19.0,2107.0
21,Kentucky,2020-08-24,2020-08-23,,,,,,,,,0.0,43066.0,0.0,872.0,590.0,166.0,,9448.0
56,Wyoming,2020-08-24,2020-08-23,,,,,,,,,35.0,3578.0,0.0,37.0,19.0,,,2896.0
49,Utah,2020-08-24,2020-08-23,,,,,,,,,246.0,39220.0,0.0,319.0,156.0,58.0,,40831.0
20,Kansas,2020-08-24,2020-08-23,,,,,,,,,270.0,37658.0,0.0,426.0,296.0,89.0,24.0,1520.0
32,Nevada,2020-08-24,2020-08-23,,,,,,,,,532.0,65601.0,0.0,1197.0,825.0,247.0,138.0,1599.0
41,Oregon,2020-08-24,2020-08-23,,,,,,,,,227.0,24937.0,0.0,417.0,173.0,47.0,19.0,4589.0
33,New Hampshire,2020-08-24,2020-08-23,,,,,,,,,13.0,7107.0,0.0,429.0,12.0,,,6428.0
11,District of Columbia,2020-08-24,2020-08-23,,,,,,,,,56.0,13590.0,0.0,604.0,80.0,27.0,12.0,10812.0
44,Rhode Island,2020-08-24,2020-08-23,,,,,,,,,0.0,21022.0,0.0,1030.0,80.0,11.0,4.0,2052.0
10,Delaware,2020-08-24,2020-08-23,,,,,,,,,67.0,16895.0,0.0,600.0,44.0,8.0,,8936.0
08,Colorado,2020-08-24,2020-08-23,,,,,,,,,259.0,55123.0,0.0,1918.0,258.0,,,5804.0
55,Wisconsin,2020-08-24,2020-08-23,,,,,,,,,453.0,70462.0,0.0,1081.0,333.0,108.0,,61720.0
09,Connecticut,2020-08-24,2020-08-23,,,,,,,,,0.0,51519.0,0.0,4460.0,54.0,,,8893.0
25,Massachusetts,2020-08-24,2020-08-23,,,,,,,,,0.0,125274.0,0.0,8920.0,315.0,50.0,20.0,102205.0
01,Alabama,2020-08-24,2020-08-23,,,,,,,,,528.0,115060.0,2.0,2013.0,1093.0,,,44684.0
31,Nebraska,2020-08-24,2020-08-23,,,,,,,,,109.0,31889.0,2.0,378.0,139.0,,,23878.0
35,New Mexico,2020-08-24,2020-08-23,,,,,,,,,94.0,24396.0,2.0,745.0,68.0,,,11458.0
18,Indiana,2020-08-24,2020-08-23,,,,,,,,,615.0,85932.0,2.0,3220.0,894.0,252.0,70.0,64131.0
42,Pennsylvania,2020-08-24,2020-08-23,,,,,,,,,519.0,133679.0,2.0,7557.0,501.0,,75.0,103238.0
54,West Virginia,2020-08-24,2020-08-23,,,,,,,,,88.0,9273.0,2.0,179.0,139.0,46.0,23.0,7358.0
26,Michigan,2020-08-24,2020-08-23,,,,,,,,,760.0,101610.0,3.0,6584.0,646.0,173.0,95.0,72580.0
34,New Jersey,2020-08-24,2020-08-23,,,,,,,,,148.0,189494.0,3.0,15946.0,411.0,72.0,27.0,33615.0
39,Ohio,2020-08-24,2020-08-23,,,,,,,,,637.0,114802.0,3.0,3978.0,777.0,271.0,150.0,94825.0
28,Mississippi,2020-08-24,2020-08-23,,,,,,,,,626.0,77894.0,3.0,2240.0,982.0,259.0,148.0,56577.0
19,Iowa,2020-08-24,2020-08-23,,,,,,,,,450.0,56446.0,4.0,1037.0,260.0,82.0,39.0,43493.0
47,Tennessee,2020-08-24,2020-08-23,,,,,,,,,1747.0,141000.0,4.0,1546.0,1009.0,330.0,164.0,104054.0
17,Illinois,2020-08-24,2020-08-23,,,,,,,,,1893.0,221594.0,6.0,8089.0,1449.0,339.0,117.0,
24,Maryland,2020-08-24,2020-08-23,,,,,,,,,579.0,104102.0,6.0,3691.0,407.0,99.0,,6047.0
27,Minnesota,2020-08-24,2020-08-23,,,,,,,,,717.0,69584.0,6.0,1813.0,301.0,137.0,,62373.0
53,Washington,2020-08-24,2020-08-23,,,,,,,,,417.0,71012.0,6.0,1863.0,371.0,,42.0,
37,North Carolina,2020-08-24,2020-08-23,,,,,,,,,1473.0,155113.0,10.0,2531.0,898.0,268.0,,127749.0
45,South Carolina,2020-08-24,2020-08-23,,,,,,,,,693.0,111988.0,11.0,2504.0,1026.0,250.0,150.0,46118.0
36,New York,2020-08-24,2020-08-23,,,,,,,,,572.0,429737.0,12.0,32883.0,472.0,110.0,50.0,74640.0
05,Arkansas,2020-08-24,2020-08-23,,,,,,,,,375.0,56574.0,13.0,687.0,500.0,,110.0,50251.0
04,Arizona,2020-08-24,2020-08-23,,,,,,,,,208.0,198103.0,15.0,4771.0,969.0,329.0,191.0,29147.0
06,California,2020-08-24,2020-08-23,,,,,,,,,4845.0,669280.0,22.0,12153.0,5665.0,1582.0,,
51,Virginia,2020-08-24,2020-08-23,,,,,,,,,892.0,112960.0,24.0,2467.0,1155.0,251.0,130.0,14443.0
46,South Dakota,2020-08-24,2020-08-23,,,,,,,,,141.0,11276.0,1.0,161.0,62.0,,,9564.0
02,Alaska,2020-08-24,2020-08-23,,,,,,,,,64.0,4741.0,1.0,32.0,48.0,,7.0,1745.0
16,Idaho,2020-08-24,2020-08-23,,,,,,,,,186.0,29845.0,1.0,307.0,192.0,52.0,,12606.0
40,Oklahoma,2020-08-24,2020-08-23,,,,,,,,,566.0,53165.0,1.0,726.0,578.0,237.0,,44409.0
29,Missouri,2020-08-24,2020-08-23,,,,,,,,,740.0,67361.0,1.0,1387.0,957.0,,118.0,
38,North Dakota,2020-08-24,2020-08-23,,,,,,,,,140.0,9876.0,1.0,136.0,52.0,17.0,,8064.0
23,Maine,2020-08-24,2020-08-23,,,,,,,,,18.0,4336.0,1.0,131.0,4.0,2.0,1.0,3734.0
13,Georgia,2020-08-24,2020-08-23,,,,,,,,,1619.0,237402.0,39.0,5021.0,2360.0,,,
12,Florida,2020-08-24,2020-08-23,,,,,,,,,2974.0,600571.0,51.0,10325.0,4580.0,,,
22,Louisiana,2020-08-24,2020-08-23,,,,,,,,,1223.0,142943.0,59.0,4746.0,941.0,,152.0,118120.0
48,Texas,2020-08-24,2020-08-23,,,,,,,,,4824.0,594173.0,118.0,11699.0,5186.0,1878.0,,451776.0
15,Hawaii,2020-08-24,2020-06-28,,,,,,,,,27.0,883.0,0.0,18.0,,,,714.0
02,Alaska,2020-08-24,2020-06-28,,,,,,,,,29.0,880.0,0.0,14.0,12.0,,1.0,521.0
47,Tennessee,2020-08-24,2020-06-28,,,,,,,,,0.0,39406.0,0.0,577.0,800.0,,,26159.0
31,Nebraska,2020-08-24,2020-06-28,,,,,,,,,124.0,18899.0,0.0,267.0,123.0,,,13053.0
53,Washington,2020-08-24,2020-06-28,,,,,,,,,348.0,31752.0,0.0,1310.0,304.0,,58.0,
30,Montana,2020-08-24,2020-06-28,,,,,,,,,11.0,863.0,0.0,22.0,11.0,,,604.0
56,Wyoming,2020-08-24,2020-06-28,,,,,,,,,25.0,1417.0,0.0,20.0,5.0,,,1057.0
50,Vermont,2020-08-24,2020-06-28,,,,,,,,,2.0,1202.0,0.0,56.0,15.0,,,946.0
46,South Dakota,2020-08-24,2020-06-28,,,,,,,,,55.0,6681.0,0.0,91.0,75.0,,,5752.0
29,Missouri,2020-08-24,2020-06-28,,,,,,,,,174.0,18504.0,0.0,983.0,412.0,,,
01,Alabama,2020-08-24,2020-06-28,,,,,,,,,358.0,35441.0,0.0,919.0,650.0,,,18866.0
33,New Hampshire,2020-08-24,2020-06-28,,,,,,,,,30.0,5747.0,0.0,367.0,35.0,,,4401.0
08,Colorado,2020-08-24,2020-06-28,,,,,,,,,284.0,32290.0,2.0,1676.0,235.0,,,4442.0
13,Georgia,2020-08-24,2020-06-28,,,,,,,,,1734.0,72800.0,2.0,2735.0,1236.0,,,
42,Pennsylvania,2020-08-24,2020-06-28,,,,,,,,,417.0,89863.0,3.0,6606.0,648.0,,121.0,66686.0
09,Connecticut,2020-08-24,2020-06-28,,,,,,,,,97.0,46303.0,5.0,4316.0,103.0,,,8053.0
45,South Carolina,2020-08-24,2020-06-28,,,,,,,,,1381.0,33320.0,5.0,716.0,954.0,,,13456.0
05,Arkansas,2020-08-24,2020-06-28,,,,,,,,,508.0,19818.0,5.0,264.0,278.0,,63.0,13270.0
22,Louisiana,2020-08-24,2020-06-28,,,,,,,,,1467.0,56236.0,9.0,3199.0,715.0,,76.0,39792.0
48,Texas,2020-08-24,2020-06-28,,,,,,,,,4828.0,150722.0,25.0,2628.0,5497.0,,,79974.0
12,Florida,2020-08-24,2020-06-28,,,,,,,,,8530.0,141075.0,29.0,3419.0,,,,
38,North Dakota,2020-08-24,2020-06-28,,,,,,,,,37.0,3495.0,1.0,79.0,24.0,,,3139.0
35,New Mexico,2020-08-24,2020-06-28,,,,,,,,,190.0,11809.0,1.0,492.0,122.0,,,5251.0
20,Kansas,2020-08-24,2020-06-28,,,,,,,,,230.0,13847.0,1.0,269.0,,,,779.0
37,North Carolina,2020-08-24,2020-06-28,,,,,,,,,1436.0,62248.0,-1.0,1352.0,890.0,,,36921.0
54,West Virginia,2020-08-24,2020-06-28,,,,,,,,,50.0,2832.0,0.0,93.0,32.0,10.0,4.0,2062.0
23,Maine,2020-08-24,2020-06-28,,,,,,,,,37.0,3191.0,0.0,104.0,31.0,10.0,4.0,2577.0
10,Delaware,2020-08-24,2020-06-28,,,,,,,,,135.0,11226.0,0.0,507.0,78.0,14.0,,6665.0
44,Rhode Island,2020-08-24,2020-06-28,,,,,,,,,0.0,16661.0,0.0,927.0,91.0,16.0,15.0,1600.0
16,Idaho,2020-08-24,2020-06-28,,,,,,,,,0.0,5322.0,0.0,91.0,48.0,18.0,,3898.0
11,District of Columbia,2020-08-24,2020-06-28,,,,,,,,,32.0,10248.0,2.0,550.0,126.0,34.0,27.0,1199.0
19,Iowa,2020-08-24,2020-06-28,,,,,,,,,447.0,28520.0,2.0,706.0,118.0,36.0,18.0,17620.0
21,Kentucky,2020-08-24,2020-06-28,,,,,,,,,65.0,15232.0,4.0,558.0,386.0,68.0,,3730.0
06,California,2020-08-24,2020-06-28,,,,,,,,,4795.0,215487.0,33.0,5932.0,5956.0,1602.0,,
26,Michigan,2020-08-24,2020-06-28,,,,,,,,,258.0,65565.0,4.0,6084.0,557.0,193.0,106.0,51099.0
55,Wisconsin,2020-08-24,2020-06-28,,,,,,,,,457.0,27743.0,0.0,777.0,239.0,89.0,,21953.0
17,Illinois,2020-08-24,2020-06-28,,,,,,,,,646.0,141723.0,15.0,6888.0,1464.0,373.0,193.0,
51,Virginia,2020-08-24,2020-06-28,,,,,,,,,489.0,61736.0,8.0,1732.0,818.0,235.0,107.0,8005.0
41,Oregon,2020-08-24,2020-06-28,,,,,,,,,247.0,8341.0,0.0,202.0,149.0,53.0,35.0,2649.0
32,Nevada,2020-08-24,2020-06-28,,,,,,,,,821.0,17160.0,0.0,500.0,511.0,122.0,59.0,684.0
28,Mississippi,2020-08-24,2020-06-28,,,,,,,,,361.0,25892.0,4.0,1039.0,676.0,149.0,88.0,17242.0
36,New York,2020-08-24,2020-06-28,,,,,,,,,616.0,392539.0,5.0,31943.0,869.0,229.0,167.0,70010.0
18,Indiana,2020-08-24,2020-06-28,,,,,,,,,355.0,44930.0,3.0,2619.0,617.0,266.0,86.0,33935.0
49,Utah,2020-08-24,2020-06-28,,,,,,,,,350.0,17103.0,0.0,143.0,289.0,83.0,,11931.0
25,Massachusetts,2020-08-24,2020-06-28,,,,,,,,,224.0,108604.0,19.0,8059.0,748.0,134.0,81.0,93157.0
40,Oklahoma,2020-08-24,2020-06-28,,,,,,,,,301.0,12947.0,1.0,385.0,329.0,134.0,,9397.0
24,Maryland,2020-08-24,2020-06-28,,,,,,,,,327.0,66777.0,11.0,3168.0,446.0,158.0,,4976.0
39,Ohio,2020-08-24,2020-06-28,,,,,,,,,854.0,50309.0,3.0,2807.0,661.0,182.0,101.0,
04,Arizona,2020-08-24,2020-06-28,,,,,,,,,3796.0,73920.0,14.0,1594.0,2691.0,666.0,475.0,8926.0
27,Minnesota,2020-08-24,2020-06-28,,,,,,,,,516.0,35549.0,8.0,1460.0,288.0,143.0,,30809.0
34,New Jersey,2020-08-24,2020-06-28,,,,,,,,,309.0,171182.0,27.0,14975.0,1014.0,223.0,187.0,30092.0
13,Georgia,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
05,Arkansas,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
51,Virginia,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
24,Maryland,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
37,North Carolina,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
54,West Virginia,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
20,Kansas,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
35,New Mexico,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
10,Delaware,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
12,Florida,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
26,Michigan,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
47,Tennessee,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
33,New Hampshire,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
41,Oregon,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
48,Texas,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
21,Kentucky,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
34,New Jersey,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
09,Connecticut,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
15,Hawaii,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
39,Ohio,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
02,Alaska,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
18,Indiana,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
30,Montana,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
55,Wisconsin,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
16,Idaho,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
08,Colorado,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
42,Pennsylvania,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
44,Rhode Island,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
27,Minnesota,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
01,Alabama,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
31,Nebraska,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
28,Mississippi,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
56,Wyoming,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
23,Maine,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
22,Louisiana,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
50,Vermont,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
49,Utah,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
46,South Dakota,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
40,Oklahoma,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
11,District of Columbia,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
38,North Dakota,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
36,New York,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
45,South Carolina,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
29,Missouri,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
19,Iowa,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
32,Nevada,2020-08-24,2020-02-21,,,,,,,,,0.0,0.0,0.0,0.0,,,,
17,Illinois,2020-08-24,2020-02-21,,,,,,,,,0.0,2.0,0.0,0.0,,,,
53,Washington,2020-08-24,2020-02-21,,,,,,,,,0.0,1.0,0.0,0.0,,,,
25,Massachusetts,2020-08-24,2020-02-21,,,,,,,,,0.0,1.0,0.0,0.0,,,,
04,Arizona,2020-08-24,2020-02-21,,,,,,,,,0.0,1.0,0.0,0.0,,,,
06,California,2020-08-24,2020-02-21,,,,,,,,,2.0,10.0,0.0,0.0,,,,
55,Wisconsin,2020-08-24,2020-07-06,,,,,,,,,484.0,32061.0,0.0,796.0,254.0,66.0,,25242.0
38,North Dakota,2020-08-24,2020-07-06,,,,,,,,,33.0,3849.0,0.0,80.0,22.0,,,3350.0
50,Vermont,2020-08-24,2020-07-06,,,,,,,,,2.0,1251.0,0.0,56.0,24.0,,,1022.0
10,Delaware,2020-08-24,2020-07-06,,,,,,,,,165.0,12293.0,0.0,512.0,54.0,15.0,,6778.0
01,Alabama,2020-08-24,2020-07-06,,,,,,,,,925.0,44878.0,0.0,1007.0,1025.0,,,22082.0
46,South Dakota,2020-08-24,2020-07-06,,,,,,,,,42.0,7105.0,0.0,97.0,59.0,,,6063.0
56,Wyoming,2020-08-24,2020-07-06,,,,,,,,,41.0,1675.0,0.0,20.0,9.0,,,1172.0
30,Montana,2020-08-24,2020-07-06,,,,,,,,,37.0,1249.0,0.0,23.0,20.0,,,678.0
15,Hawaii,2020-08-24,2020-07-06,,,,,,,,,7.0,1012.0,0.0,19.0,,,,777.0
35,New Mexico,2020-08-24,2020-07-06,,,,,,,,,251.0,13507.0,2.0,515.0,119.0,,,5860.0
24,Maryland,2020-08-24,2020-07-06,,,,,,,,,272.0,69904.0,3.0,3246.0,403.0,142.0,,5029.0
09,Connecticut,2020-08-24,2020-07-06,,,,,,,,,259.0,46976.0,3.0,4338.0,69.0,,,8210.0
27,Minnesota,2020-08-24,2020-07-06,,,,,,,,,433.0,38569.0,3.0,1511.0,258.0,125.0,,33907.0
49,Utah,2020-08-24,2020-07-06,,,,,,,,,388.0,20527.0,6.0,160.0,244.0,83.0,,14448.0
45,South Carolina,2020-08-24,2020-07-06,,,,,,,,,1533.0,46380.0,7.0,827.0,1260.0,,,16994.0
47,Tennessee,2020-08-24,2020-07-06,,,,,,,,,710.0,50841.0,7.0,645.0,940.0,,,31020.0
21,Kentucky,2020-08-24,2020-07-06,,,,,,,,,776.0,17152.0,8.0,593.0,433.0,109.0,,4785.0
37,North Carolina,2020-08-24,2020-07-06,,,,,,,,,1783.0,74775.0,9.0,1432.0,982.0,,,55318.0
08,Colorado,2020-08-24,2020-07-06,,,,,,,,,192.0,34240.0,-10.0,1691.0,286.0,,,4603.0
13,Georgia,2020-08-24,2020-07-06,,,,,,,,,1526.0,91015.0,17.0,2829.0,1962.0,,,
48,Texas,2020-08-24,2020-07-06,,,,,,,,,8221.0,205642.0,62.0,3062.0,8698.0,,,103782.0
06,California,2020-08-24,2020-07-06,,,,,,,,,6354.0,271035.0,68.0,6441.0,7278.0,1937.0,,
20,Kansas,2020-08-24,2020-07-06,,,,,,,,,557.0,16638.0,1.0,285.0,,,,859.0
33,New Hampshire,2020-08-24,2020-07-06,,,,,,,,,17.0,5914.0,1.0,382.0,25.0,,,4684.0
16,Idaho,2020-08-24,2020-07-06,,,,,,,,,319.0,8052.0,1.0,94.0,85.0,22.0,,2886.0
40,Oklahoma,2020-08-24,2020-07-06,,,,,,,,,431.0,16362.0,1.0,399.0,391.0,165.0,,12432.0
31,Nebraska,2020-08-24,2020-07-06,,,,,,,,,117.0,20046.0,-1.0,283.0,101.0,,,14641.0
12,Florida,2020-08-24,2020-07-06,,,,,,,,,6336.0,206447.0,47.0,3778.0,,,,
02,Alaska,2020-08-24,2020-07-06,,,,,,,,,28.0,1162.0,0.0,16.0,19.0,,3.0,548.0
23,Maine,2020-08-24,2020-07-06,,,,,,,,,8.0,3423.0,0.0,109.0,21.0,9.0,4.0,2787.0
54,West Virginia,2020-08-24,2020-07-06,,,,,,,,,180.0,3442.0,1.0,95.0,41.0,13.0,6.0,2518.0
44,Rhode Island,2020-08-24,2020-07-06,,,,,,,,,0.0,16991.0,0.0,960.0,61.0,9.0,7.0,1657.0
19,Iowa,2020-08-24,2020-07-06,,,,,,,,,241.0,31758.0,2.0,723.0,151.0,41.0,15.0,25121.0
11,District of Columbia,2020-08-24,2020-07-06,,,,,,,,,33.0,10515.0,2.0,561.0,88.0,23.0,16.0,1553.0
41,Oregon,2020-08-24,2020-07-06,,,,,,,,,165.0,10395.0,0.0,215.0,183.0,61.0,26.0,2846.0
